"identifier-label","accent 4","accent 5","accent href 5","accent 6","accent 7","accent 8","component--field-formatter 3","component--field-formatter 4","component--field-formatter 5","accent 10","accent 11","accent 12","accent 13","component--field-formatter 7","component--field-formatter 8","component--field-formatter 9","accent 14","component--field-formatter 10","accent 15","accent 16","accent href 16","accent 17","accent href 17","component--field-formatter 11","component--field-formatter 12","component--field-formatter 13","component--field-formatter 14","component--field-formatter 15","component--field-formatter 16","component--field-formatter 17","component--field-formatter 18","component--field-formatter href 7","component--field-formatter 19","component--field-formatter href 8","component--field-formatter 20","component--field-formatter href 9","ng-star-inserted 2","component--field-formatter 21","component--field-formatter 22","component--field-formatter href 10","component--field-formatter 23","component--field-formatter 24","component--field-formatter 25","component--field-formatter 26","component--field-formatter 27","component--field-formatter 28","component--field-formatter href 11","accent 18","accent href 18","component--field-formatter 29","component--field-formatter href 12","accent 19","accent href 19","component--field-formatter href 13","component--field-formatter 30","accent 20","accent href 20","accent 21","accent href 21","component--field-formatter 31","ng-star-inserted 3","ng-star-inserted 4"
"Cowbell","Professional Services","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","Software","Pleasanton","California","Series C","Jul 26, 2024",",,,,","Artificial Intelligence (AI)","FinTech","Insurance","InsurTech","141","103","$100M to $500M","South Asian Founded",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94566","Active","Jan 3, 2019","—","—","For Profit","cowbell.insure","View on Twitter","https://x.com/CowbellCyber","View on Facebook","http://facebook.com/cowbellcyber","View on LinkedIn","https://www.linkedin.com/company/cowbell-cyber","webrequest@cowbellcyber.ai","833-633-8666","1,437","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/cowbell-cyber-inc","—","Cowbell is a pioneer of Adaptive Cyber Insurance, leading the way in providing small and medium-sized enterprises (SMEs) with coverage adaptable to today's and tomorrow's threats and the advanced warning of cyber risk exposures. With its unique AI-based approach to risk selection and pricing, Cowbell's continuous underwriting platform, powered by Cowbell Factors, compresses the insurance process from submission to issue in less than 5 minutes. Backed by 25 prominent global (re)insurance partners, Cowbell serves SMEs across 50 U.S. states, the District of Columbia, and the United Kingdom, assessing businesses with revenues up to $1B globally. Founded in 2019, Cowbell is based in the San Francisco Bay Area and has employees across the U.S., Canada, India, and the U.K.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cowbell-cyber-inc","Jack Kudale","https://www.crunchbase.com/person/jack-kudale","4","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/cowbell-cyber-inc","Risk Management","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/risk-management","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00100000",",,,","Prab Reddy","https://www.crunchbase.com/person/prab-reddy","Rajeev Gupta","https://www.crunchbase.com/person/rajeev-gupta-3",",","",""
"Factory","Software","","","","San Francisco","California","Series C","Apr 16, 2026",",,,","Agentic AI","Artificial Intelligence (AI)","Developer Tools","Software Engineering","142","104","—","",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94123","Active","Apr 2023","—","—","For Profit","www.factory.ai","View on Twitter","https://x.com/FactoryAI","","","View on LinkedIn","https://www.linkedin.com/company/factory-hq","support@factory.ai","—","67","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/factory-19d8","Unicorn","Factory functions within integrated development environments, command line interfaces, and continuous integration pipelines. The technology allows for the delegation of technical tasks, including code refactors, system migrations, and incident responses. These digital agents also perform automated code reviews and facilitate the maintenance of builds during the development process. Integration extends to communication platforms and project management software, allowing users to trigger actions from various interfaces. The system supports the parallelization of agents to manage software updates and maintenance across multiple operating systems.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/factory-19d8","Eno Reyes","https://www.crunchbase.com/person/eno-reyes-80c6","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/factory-19d8","","","",",","Matan Grinberg","https://www.crunchbase.com/person/matan-grinberg","","","—","—",""
"Mercor","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","San Francisco","California","Series C","Oct 27, 2025",",,,,","Artificial Intelligence (AI)","Employment","Machine Learning","Recruiting","146","107","$100M to $500M","",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94105","Active","Jan 1, 2023","—","—","For Profit","mercor.com","View on Twitter","https://x.com/mercor_ai","View on Facebook","https://www.facebook.com/MercorSoftware","View on LinkedIn","https://www.linkedin.com/company/mercor-ai","support@mercor.com","+17075950594","175","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/mercor-dde3","Unicorn","Mercor presents an AI-powered platform that helps connect domain experts with roles in AI and other tech disciplines. It supports sourcing, vetting, and payment for talent, offering remote, expert-level assignments across fields like software engineering, consulting, data and legal. Additionally, the platform includes an interview preparation section where candidates can access hundreds of expert-reviewed mock interviews in areas such as software, design, security and analytics. Mercor uses machine-driven interview tools to assess candidate performance, aiming to streamline how expertise is matched to project work.","—","—","—","251-500","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/mercor-dde3","Adarsh Hiremath","https://www.crunchbase.com/person/adarsh-hiremath","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/mercor-dde3","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00100000",",,","Brendan Foody","https://www.crunchbase.com/person/brendan-foody","Surya Midha","https://www.crunchbase.com/person/surya-midha","—","",""
"Kailera Therapeutics","","","","","Waltham","Massachusetts","Series B","Oct 14, 2025",",,","Biotechnology","Pharmaceutical","Therapeutics","","163","120","—","",",,","Greater Boston Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","New England","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/new-england-united-states","02451","Active","2024","Apr 17, 2026","—","For Profit","www.kailera.com","View on Twitter","https://x.com/kaileratx","","","View on LinkedIn","https://www.linkedin.com/company/kaileratx","Johrenk7@gmail.com","—","133","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/kailera-therapeutics","—","Kailera Therapeutics is a clinical-stage biopharmaceutical company developing therapeutic pipelines for obesity and type 2 diabetes. The pipeline includes injectable and oral peptides, such as GLP-1/GIP and GLP-1/GIP/Glucagon receptor agonists. Kailera Therapeutics licenses its therapies and conducts clinical trials focused on delivering treatment options for chronic weight management.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/kailera-therapeutics","","","—","","","","","—","","","","","—","—",""
"Suno","Media and Entertainment","Music and Audio","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/music-and-audio","Science and Engineering","Cambridge","Massachusetts","Series C","Nov 19, 2025",",,,","Apps","Artificial Intelligence (AI)","Music","Software","166","121","$100M to $500M","",",,","Greater Boston Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","New England","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/new-england-united-states","02138","Active","2022","—","—","For Profit","www.suno.com","View on Twitter","https://x.com/suno_ai_","View on Facebook","https://www.facebook.com/sunomusic1","View on LinkedIn","https://www.linkedin.com/company/suno-ai","support@suno.com","—","417","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/suno-279f","Unicorn","Suno is a music-technology company that provides an AI-powered platform for generating original songs from simple text prompts. It combines composition, lyrics, vocals, and instrumentation into fully produced tracks, making song-writing accessible even without musical training. Through Suno Studio, the company offers a browser-based generative audio workstation (GAW) that lets users layer and edit stems (vocals, drums, synths, etc.), adjust tempo and volume, and export as audio or MIDI. The platform also supports uploading of audio clips to remix or build around, giving creators both AI-assisted inspiration and hands-on control.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/suno-279f","Georg Kucsko","https://www.crunchbase.com/person/georg-kucsko-3d27","4","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/suno-279f","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00100000",",,,","Keenan Freyberg","https://www.crunchbase.com/person/keenan-freyberg-5863","Martin Camacho","https://www.crunchbase.com/person/martin-camacho-9218","—","",""
"Cala Health","Health Care","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","","San Mateo","California","Series C","Apr 20, 2026",",,,,","Health Care","Medical","Medical Device","Neuroscience","174","127","$10M to $50M","Women Founded",",,","San Francisco Bay Area","Silicon Valley","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/silicon-valley-california","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","94404","Active","2014","—","—","For Profit","calahealth.com/","View on Twitter","https://x.com/calahealth","View on Facebook","https://www.facebook.com/CalaHealth","View on LinkedIn","https://www.linkedin.com/company/cala-health-inc","info@calahealth.com","+1 888-699-1009","76","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/cala-health","—","Cala Health is a bioelectronic medicine company focused on developing wearable neuromodulation therapies for chronic diseases. The company integrates neuroscience and technology to provide individualized peripheral nerve stimulation. Its primary product, Cala Trio therapy, is a non-invasive prescription treatment for essential tremor. Cala Health is also working on therapies for Parkinson's disease and other neurological conditions and areas in psychiatry, cardiology, and autoimmune disorders.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cala-health","Kate Rosenbluth","https://www.crunchbase.com/person/kate-rosenbluth","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/cala-health","Wearables","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/wearables","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000",",","Scott Delp","https://www.crunchbase.com/person/scott-delp","","",",","",""
"Cognition","Internet Services","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","Software","San Francisco","California","Series C","Sep 8, 2025",",,,,","Artificial Intelligence (AI)","Foundational AI","Generative AI","Information Technology","179","130","—","",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94107","Active","Nov 2023","—","—","For Profit","www.cognition.ai","View on Twitter","https://x.com/cognition_labs","","","View on LinkedIn","https://www.linkedin.com/company/cognition-ai-labs","—","—","227","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/cognition-5bd7","Unicorn","Cognition AI is an applied AI lab focused on building end-to-end software agents that act as collaborative AI teammates. Their aim is to support engineering teams in being more efficient and innovative in their projects.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cognition-5bd7","Russell Kaplan","https://www.crunchbase.com/person/russell-kaplan","4","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/cognition-5bd7","Internet","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/internet","",",,,","Scott Wu","https://www.crunchbase.com/person/scott-wu","Steven Hao","https://www.crunchbase.com/person/steven-hao-250f","—","—",""
"Resolve.ai","Internet Services","Other","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322","Science and Engineering","San Francisco","California","Series A","Apr 16, 2026",",,,,,,,,,","Application Performance Management","Artificial Intelligence (AI)","Cloud Computing","Collaboration","182","133","—","",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94110","Active","2024","—","—","For Profit","resolveai.one","View on Twitter","https://x.com/resolveai","","","View on LinkedIn","https://www.linkedin.com/company/resolveai","spiros@resolveai.one","+1 4154319388","27","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/resolve-ai","Unicorn","Resolve.ai provides an artificial intelligence platform that automates software production operations and incident management for engineering teams. Its system autonomously analyzes alerts, investigates issues across infrastructure, code, and telemetry, and helps determine root causes with supporting evidence. Resolve.ai also suggests or generates remediation actions, such as code changes or scripts, to address production problems. The platform integrates with tools like GitHub, observability systems, and infrastructure services to support cost optimization and contextual development workflows. Resolve.ai processes metadata securely without storing raw customer data and offers controls to manage data access and compliance.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/resolve-ai","Mayank Agarwal","https://www.crunchbase.com/person/mayank-agarwal-2a67","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/resolve-ai","Developer Platform","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/developer-platform","",",","Spiros Xanthos","https://www.crunchbase.com/person/spiros-xanthos-23ac","","","—","—",""
"TENEX.AI","Privacy and Security","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","Software","Sarasota","Florida","Series B","Mar 31, 2026",",,,","Artificial Intelligence (AI)","Cyber Security","Network Security","SaaS","185","134","—","",",","East Coast","Southern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/southern-united-states","","","34238","Active","Dec 31, 2024","—","—","For Profit","tenex.ai","View on Twitter","https://x.com/TENEXai","View on Facebook","https://www.facebook.com/TenexAI","View on LinkedIn","https://www.linkedin.com/company/tenex-ai","PR@tenex.ai","650-605-7865","52","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/tenex-ai","Unicorn","TENEX.AI is a leading AI-native cybersecurity company that combines human expertise with artificial intelligence to protect digital assets through advanced Managed Detection and Response (MDR) services. The company employs a human-led Security Operations Center (SOC) that triages alerts and investigates threats, allowing teams to focus on strategic initiatives.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/tenex-ai","Edwin Solis","https://www.crunchbase.com/person/edwin-solis-5865","4","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/tenex-ai","","","",",,,","Eric Foster","https://www.crunchbase.com/person/eric-foster","Ryan Shreve","https://www.crunchbase.com/person/ryan-shreve-3fed","—","",""
"Zócalo Health","","","","","Seattle","Washington","Series A","Apr 23, 2026",",,","Health Care","Hospital","Wellness","","190","139","$1M to $10M","Hispanic / Latine Founded",",,","Greater Seattle Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","98028","Active","Aug 2021","—","—","For Profit","zocalo.health","View on Twitter","https://x.com/zocalohealth","View on Facebook","https://www.facebook.com/ZocaloHealth","View on LinkedIn","https://www.linkedin.com/company/z%C3%B3calo-health","hello@zocalo.health","425-954-6637","18","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/z%C3%B3calo-health","—","Zócalo Health is a primary care provider that delivers integrated medical, behavioral, and social care services, with a focus on improving access for underserved communities, particularly Latino populations. The company combines virtual clinical services with in-person community engagement, using outreach teams to connect with patients in local settings such as schools, churches, and community organizations. Each patient is supported by a coordinated care team that may include a community health worker, a physician, and a behavioral health specialist, who collaborate to develop personalized care plans addressing medical, social, and mental health needs. The organization also provides care coordination services, assisting patients with appointments, access to community resources, and ongoing health management. Its model emphasizes continuous engagement through both digital tools and community-based interactions to manage complex health conditions and improve care outcomes.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/z%C3%B3calo-health","Erik Cardenas","https://www.crunchbase.com/person/erik-cardenas","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/z%C3%B3calo-health","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",","Mariza Hardin","https://www.crunchbase.com/person/mariza-hardin-4b6b","","",",,","",""
"Pepper","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","New York","New York","Series C","Feb 20, 2026",",,","Artificial Intelligence (AI)","E-Commerce","Wholesale","","207","152","$10M to $50M","East Asian Founded",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","10001","Active","2019","—","—","For Profit","www.usepepper.com","View on Twitter","https://x.com/PepperEcommerce","View on Facebook","https://www.facebook.com/usepepperpro","View on LinkedIn","https://www.linkedin.com/company/usepepper","info@usepepper.com","—","63","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/pepper-e9f3","—","Pepper provides an AI-powered sales platform designed for food distributors and suppliers to manage customer engagement and order workflows. The platform centralizes product catalogs, pricing, promotions, and inventory data, allowing sales representatives and customers to place and manage orders digitally. Pepper integrates with existing ERP and accounting systems to synchronize order processing, invoicing, and reporting functions. Its tools support mobile sales, real-time communication, and data tracking to streamline interactions between distributors and their buyers. The system also includes analytics features that help teams monitor purchasing patterns, manage accounts, and coordinate sales activities across channels.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/pepper-e9f3","Bowie Cheung","https://www.crunchbase.com/person/bowie-cheung","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/pepper-e9f3","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000",",,","Chetan Narain","https://www.crunchbase.com/person/chetan-narain","Ivana Tesanovic","https://www.crunchbase.com/person/ivana-tesanovic",",,","",""
